STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2014,,45.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2015,,41.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2016,,42.6,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2017,,39.9,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2018,,44.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2019,,47.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2020,,47.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2021,,50.5,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2022,,52.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2023,,51.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LU00,Luxembourg,2024,,54.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2013,,31.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2014,,30.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2015,,31.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2016,,33.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2017,,33.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2018,,33.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2019,,35.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2020,,37.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2021,,39.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2022,,39.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2023,,39.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,LV00,Latvija,2024,,40.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2013,,21.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2014,,24.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2015,,23.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2016,,25.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2017,,24.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2018,,24.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2019,,25.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,ME00,Crna Gora,2020,,25.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2013,,17.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2014,,17.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2015,,18.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2016,,20.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2017,,20.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2018,,20.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2019,,21.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2020,,23.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2021,,24.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2022,,24.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2023,,24.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MK00,Severna Makedonija,2024,,24.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2013,,19.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2014,,21.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2015,,21.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2016,,22.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2017,,23.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2018,,26.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2019,,29.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2020,,30.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2021,,32.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2022,,31.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2023,,33.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,MT00,Malta,2024,,36.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2013,,33.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2014,,31.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2015,,33.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2016,,36.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2017,,36.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2018,,36.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2019,,37.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2020,,40.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2021,,41.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2022,,42.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2023,,43.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL11,Groningen,2024,,44.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2013,,27.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2014,,26.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2015,,25.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2016,,27.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2017,,29.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2018,,31.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2019,,33.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2020,,34.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2021,,33.5,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2022,,34.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2023,,37.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL12,Friesland (NL),2024,,36.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2013,,26.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2014,,27.8,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2015,,28.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2016,,28.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2017,,28.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2018,,31.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2019,,33.8,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2020,,34.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2021,,35.8,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2022,,36.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2023,,35.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL13,Drenthe,2024,,35.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2013,,30.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2014,,31.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2015,,31.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2016,,32.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2017,,34.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2018,,33.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2019,,34.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2020,,37.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2021,,39.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2022,,40.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,NL21,Overijssel,2023,,39.4,,,,,
