STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2015,,58.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2016,,59.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2017,,59.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2018,,59.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2019,,59.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2020,,61.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2021,,61.3,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2022,,64.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2023,,63.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ1,Languedoc-Roussillon,2024,,64.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2013,,67.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2014,,66.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2015,,65.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2016,,65.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2017,,66.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2018,,68.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2019,,68.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2020,,66.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2021,,69.1,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2022,,70.9,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2023,,70.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRJ2,Midi-Pyrénées,2024,,71.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2013,,64.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2014,,64.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2015,,65.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2016,,67.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2017,,64.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2018,,67.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2019,,67.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2020,,67.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2021,,67.9,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2022,,68.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2023,,71.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK1,Auvergne,2024,,69.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2013,,66.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2014,,66.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2015,,66.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2016,,67.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2017,,68.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2018,,69.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2019,,69.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2020,,67.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2021,,69.8,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2022,,71.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2023,,70.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRK2,Rhône-Alpes,2024,,71.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2013,,62.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2014,,63.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2015,,61.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2016,,62.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2017,,62.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2018,,63.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2019,,63.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2020,,65.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2021,,65.7,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2022,,66.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2023,,65.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRL0,Provence-Alpes-Côte d’Azur,2024,,66.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2013,,58.2,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2014,,58.5,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2015,,55.3,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2016,,64.1,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2017,,68.3,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2018,,65.6,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2019,,67.3,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2020,,67.4,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2021,,62.1,,bdu,"break in time series, definition differs (see metadata), low reliability",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2022,,63.5,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2023,,63.8,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRM0,Corse,2024,,63.3,,du,"definition differs (see metadata), low reliability",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2013,,48.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2014,,48.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2015,,48.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2016,,47.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2017,,49.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2018,,48.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2019,,49.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2020,,50.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2021,,51.9,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2022,,50.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2023,,51.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY1,Guadeloupe,2024,,54.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2013,,51.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2014,,52.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2015,,53.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2016,,53.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2017,,53.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2018,,54.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2019,,57.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2020,,56.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2021,,56.4,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2022,,57.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2023,,59.9,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY2,Martinique,2024,,61.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2013,,45.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2014,,46.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2015,,45.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2016,,43.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2017,,43.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2018,,44.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2019,,43.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2020,,42.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2021,,41.4,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2022,,42.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2023,,43.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY3,Guyane,2024,,42.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2013,,44.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2014,,46.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2015,,48.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2016,,48.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2017,,47.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2018,,46.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2019,,46.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2020,,48.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2021,,48.6,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2022,,48.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2023,,50.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY4,La Réunion,2024,,51.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY5,Mayotte,2013,,34.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY5,Mayotte,2014,,34.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY5,Mayotte,2015,,35.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY5,Mayotte,2016,,35.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,FRY5,Mayotte,2017,,35.5,,,,,
